model,variable,value,barr_type,option_type,n_samples,eta,closed,fdm,reference,mc_mean,mc_std,mc_rel_error_pct,cvae_mean,cvae_std,cvae_rel_error_pct,mc_seconds_mean,cvae_seconds_mean,used_sample_count_mean,discarded_sample_count_mean,discarded_sample_pct_mean,regenerated_sample_count_mean,regenerated_sample_pct_mean,mt_corrected_sample_count_mean,mt_corrected_sample_pct_mean,error
hes,r,0.0975,barr,put,100000,"(1.0, 1.0, 0.0975, 2, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.0028317795049901686,0.0028317795049901686,0.002824225968859554,5.414784931913786e-05,0.26674167664904197,0.0029878332420104252,4.630255132712044e-05,5.510801132124107,0.8249555842980044,0.059388559241779146,100000.0,,,0.0,0.0,2562.78,2.5627799999999996,
hes,kappa,1.3,van,call,1000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.12213682968250583,0.12213682968250583,0.12078496620270159,0.004684134365480829,1.106843433973528,0.12170568968073142,0.0047085828741009,0.3529975380032027,0.9001371203997405,0.0017347258352674545,1000.0,,,0.0,0.0,22.94,2.294,
hes,kappa,1.3,van,call,10000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.12213682968250583,0.12213682968250583,0.1213969890899407,0.0014476052744044471,0.6057473363999539,0.12175570710195376,0.0012054438400662057,0.3120455816176028,0.8550441608205438,0.008150038762250915,10000.0,,,0.0,0.0,229.76,2.2976,
hes,kappa,1.3,van,call,100000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.12213682968250583,0.12213682968250583,0.12148018010417852,0.00044406065677995505,0.5376343728867613,0.12159966988789271,0.0003725758178000931,0.4398016519746462,0.9458028120995732,0.05800957845523953,100000.0,,,0.0,0.0,2299.84,2.29984,
hes,kappa,1.3,van,put,1000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.07813431119415969,0.07813431119415969,0.078796514535093,0.0037016601072971307,0.8475192662641752,0.07872645630052003,0.004682604108695779,0.7578554124434396,0.9001371203997405,0.0017347258352674545,1000.0,,,0.0,0.0,22.94,2.294,
hes,kappa,1.3,van,put,10000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.07813431119415969,0.07813431119415969,0.07741199389088996,0.0013075566764063214,0.9244559684858653,0.07863896189004028,0.001453328701540574,0.6458759131139812,0.8550441608205438,0.008150038762250915,10000.0,,,0.0,0.0,229.76,2.2976,
hes,kappa,1.3,van,put,100000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.07813431119415969,0.07813431119415969,0.07765700517542676,0.0005221181990247648,0.6108788974242675,0.0787246341621226,0.00038109200350024266,0.7555233532372055,0.9458028120995732,0.05800957845523953,100000.0,,,0.0,0.0,2299.84,2.29984,
hes,kappa,1.3,barr,call,1000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.11250191717872805,0.11250191717872805,0.11153277487835288,0.005146187919506898,0.8614451421619164,0.1126605663274751,0.00494290521330315,0.14101906236407735,0.9001371203997405,0.0017347258352674545,1000.0,,,0.0,0.0,22.94,2.294,
hes,kappa,1.3,barr,call,10000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.11250191717872805,0.11250191717872805,0.11182725667837401,0.0014644040851602195,0.5996880029006375,0.11269759501171052,0.0013672642319620986,0.17393288744724159,0.8550441608205438,0.008150038762250915,10000.0,,,0.0,0.0,229.76,2.2976,
hes,kappa,1.3,barr,call,100000,"(1.0, 1.0, 0.03, 1.3, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.11250191717872805,0.11250191717872805,0.1119255930106045,0.0004512982765588722,0.5122794193880027,0.11265166062783845,0.00038955287222079487,0.1331030198112118,0.9458028120995732,0.05800957845523953,100000.0,,,0.0,0.0,2299.84,2.29984,
