model,variable,value,barr_type,option_type,n_samples,eta,closed,fdm,reference,mc_mean,mc_std,mc_rel_error_pct,cvae_mean,cvae_std,cvae_rel_error_pct,mc_seconds_mean,cvae_seconds_mean,error
bs,r,0.0025,van,call,1000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.11059216441232439,0.11057465176451191,0.11059216441232439,0.11151016168284418,0.0055617986974341605,0.8300744229014198,0.11106074315671506,0.006145043573149672,0.42369976831600287,0.7010096672200598,0.003281420661369339,
bs,r,0.0025,van,call,10000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.11059216441232439,0.11057465176451191,0.11059216441232439,0.11025302453067931,0.0016866754495745487,0.3066581465759656,0.10990185260945182,0.0017037624733186802,0.6241959423986503,0.8158242326014442,0.010043787417234853,
bs,r,0.0025,van,call,100000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.11059216441232439,0.11057465176451191,0.11059216441232439,0.11066602309018314,0.0005943935646311438,0.06678472950703958,0.11043480970376793,0.0006317166924971417,0.14228377696795158,0.7843229708803119,0.0811156917619519,
bs,r,0.0025,van,put,1000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10684918688149547,0.10683167423349431,0.10684918688149547,0.1057265468303473,0.004596931563600774,1.0506772058015539,0.1054797936512564,0.0037776792002980016,1.2816131504658468,0.7010096672200598,0.003281420661369339,
bs,r,0.0025,van,put,10000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10684918688149547,0.10683167423349431,0.10684918688149547,0.10693689897444365,0.0012850054946007168,0.08208962137022205,0.10663962732592286,0.001265784013519102,0.19612648602093014,0.8158242326014442,0.010043787417234853,
bs,r,0.0025,van,put,100000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10684918688149547,0.10683167423349431,0.10684918688149547,0.10674661144375547,0.0004233254584972016,0.09600020433825962,0.10663836858560302,0.0004049574301113589,0.1973045392720356,0.7843229708803119,0.0811156917619519,
bs,r,0.0025,barr,call,1000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10464998965748554,0.10463176825974499,0.10464998965748554,0.10562651996643532,0.005886988717970273,0.9331394223218971,0.10538212214224262,0.006445305320692451,0.6996011056984459,0.7010096672200598,0.003281420661369339,
bs,r,0.0025,barr,call,10000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10464998965748554,0.10463176825974499,0.10464998965748554,0.1042357888409755,0.0016444825175890914,0.3957963281847454,0.10413044525729537,0.0016819930319752492,0.4964591032360478,0.8158242326014442,0.010043787417234853,
bs,r,0.0025,barr,call,100000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.10464998965748554,0.10463176825974499,0.10464998965748554,0.10474470285718324,0.0005966193521240086,0.09050473870823199,0.10472588762249257,0.0006539023769403094,0.0725255351247032,0.7843229708803119,0.0811156917619519,
bs,r,0.0025,barr,put,1000,"(1.0, 1.0, 0.0025, np.float64(0.22360679774997896), 1.5)",0.010501608102948007,0.010482353903678555,0.010501608102948007,0.01070910370586652,0.0011973083561489404,1.9758459931509529,0.010528515846125632,0.0010192954384189309,0.2562249792017228,0.7010096672200598,0.003281420661369339,
