model,variable,value,barr_type,option_type,n_samples,eta,closed,fdm,reference,mc_mean,mc_std,mc_rel_error_pct,cvae_mean,cvae_std,cvae_rel_error_pct,mc_seconds_mean,cvae_seconds_mean,used_sample_count_mean,discarded_sample_count_mean,discarded_sample_pct_mean,regenerated_sample_count_mean,regenerated_sample_pct_mean,error
hes,kappa,4.5,barr,put,10000,"(1.0, 1.0, 0.03, 4.5, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.005936395936557066,0.005936395936557066,0.005942570132362699,0.00020078762529509092,0.10400579529427625,0.006066200533136477,0.00023363288388610952,2.1865892701000256,0.9443702457193285,0.007313366220332682,9822.7,177.3,1.7730000000000001,0.0,0.0,
hes,kappa,4.5,barr,put,100000,"(1.0, 1.0, 0.03, 4.5, 0.05, 0.5, -0.7, 0.05, 1.5)",,0.005936395936557066,0.005936395936557066,0.005925350071393864,6.89742738922514e-05,0.18607022309917046,0.00605234540431424,7.396724552549241e-05,1.9531963332018103,0.963337866422371,0.05664570233668201,98223.06,1776.94,1.7769400000000002,0.0,0.0,
hes,theta,0.035,van,call,1000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.11352061652564492,0.11352061652564492,0.1132854700943538,0.004024949399168498,0.20713984691758486,0.11216505252160576,0.004310896351920912,1.1941126163043099,0.9898026102007134,0.0019652666023466736,977.0,23.0,2.3,0.0,0.0,
hes,theta,0.035,van,call,10000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.11352061652564492,0.11352061652564492,0.11308624160077242,0.0011201170448150609,0.38263968093793044,0.11261978794994781,0.001279997782488895,0.7935374236569667,0.9804927759198472,0.00752044849912636,9783.56,216.44,2.1644,0.0,0.0,
hes,theta,0.035,van,call,100000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.11352061652564492,0.11352061652564492,0.11311846516809711,0.0004179908322778698,0.3542540287886527,0.11255018585302565,0.00040055492698100824,0.8548497200947183,1.0337059911416144,0.055946401703404265,97789.04,2210.96,2.2109599999999996,0.0,0.0,
hes,theta,0.035,van,put,1000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.06951809803687013,0.06951809803687013,0.06903134406610262,0.004306508155230457,0.7001830955003343,0.06973381170123799,0.003422815768574143,0.31029857038587444,0.9898026102007134,0.0019652666023466736,977.0,23.0,2.3,0.0,0.0,
hes,theta,0.035,van,put,10000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.06951809803687013,0.06951809803687013,0.06917795530604864,0.001184462293032205,0.4892865892865591,0.06945585831394353,0.0011786102829391084,0.08953024418704503,0.9804927759198472,0.00752044849912636,9783.56,216.44,2.1644,0.0,0.0,
hes,theta,0.035,van,put,100000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.06951809803687013,0.06951809803687013,0.06900259003878698,0.0003988798850045176,0.7415450258862772,0.06955431960148724,0.0003825037103389453,0.05210379115650615,1.0337059911416144,0.055946401703404265,97789.04,2210.96,2.2109599999999996,0.0,0.0,
hes,theta,0.035,barr,call,1000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.10746088130168203,0.10746088130168203,0.10733689982547798,0.003554486133688694,0.11537358962839336,0.1060704933303336,0.004440908970964177,1.2938549865835467,0.9898026102007134,0.0019652666023466736,977.0,23.0,2.3,0.0,0.0,
hes,theta,0.035,barr,call,10000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.10746088130168203,0.10746088130168203,0.10709242862911711,0.0011034165413038213,0.3428714413113216,0.10675775917456354,0.0013113065606766285,0.6543051932959452,0.9804927759198472,0.00752044849912636,9783.56,216.44,2.1644,0.0,0.0,
hes,theta,0.035,barr,call,100000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.10746088130168203,0.10746088130168203,0.10710050983303249,0.000430648569986982,0.33535130578154604,0.10665146415919463,0.00040204143782011215,0.7532202720495781,1.0337059911416144,0.055946401703404265,97789.04,2210.96,2.2109599999999996,0.0,0.0,
hes,theta,0.035,barr,put,1000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.005678893404491705,0.005678893404491705,0.005679757062912435,0.0006396361575658837,0.015208216798846902,0.005635789462902971,0.0007929259672269088,0.7590200857554605,0.9898026102007134,0.0019652666023466736,977.0,23.0,2.3,0.0,0.0,
hes,theta,0.035,barr,put,10000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.005678893404491705,0.005678893404491705,0.005626198497507935,0.00021891836354513786,0.9279080135945349,0.00574376611179257,0.00026784467141953026,1.1423476843138882,0.9804927759198472,0.00752044849912636,9783.56,216.44,2.1644,0.0,0.0,
hes,theta,0.035,barr,put,100000,"(1.0, 1.0, 0.03, 2, 0.035, 0.5, -0.7, 0.05, 1.5)",,0.005678893404491705,0.005678893404491705,0.005637037281997194,6.966812460900291e-05,0.737047158895515,0.00575963937890805,8.602284342648276e-05,1.4218610680820258,1.0337059911416144,0.055946401703404265,97789.04,2210.96,2.2109599999999996,0.0,0.0,
hes,theta,0.15,van,call,1000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.1801173271636831,0.1801173271636831,0.1802797623257841,0.007684520395517174,0.090182973875357,0.17876243752822682,0.007805555081318505,0.7522261499167162,0.8896017511811806,0.002251003533601761,983.9,16.1,1.61,0.0,0.0,
