MC MAE vs closed-form,CVAE MAE vs closed-form
0.00610349776084107,0.008365280064116631
0.0063372751540825,0.007875825439309148
0.0035466523867557775,0.0009693497966090092
0.0005892212270675393,0.001053413952481659
