set_idx,option,opt_type,barrier,S0,K,r,sigma,T,closed_form_delta,mc_1k_delta,mc_10k_delta,mc_100k_delta,cvae_1k_delta,cvae_10k_delta,cvae_100k_delta,mc_1k_n_paths,mc_10k_n_paths,mc_100k_n_paths,mc_dt,mc_seed,cvae_1k_n_samples,cvae_10k_n_samples,cvae_100k_n_samples,cvae_seed,delta_h,rho_h,vega_h,theta_h,mc_1k_abs_error,mc_10k_abs_error,mc_100k_abs_error,cvae_1k_abs_error,cvae_10k_abs_error,cvae_100k_abs_error
25,van_put,put,,1.0,1.0,0.06513781432265774,0.15224386914302468,1.927,-0.2420890922858403,-0.24714855270284372,-0.23934775658697865,-0.23572550571680506,-0.23051032535513563,-0.23317678954423368,-0.23528433129517273,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.001522438691430247,0.019270000000000002,0.00505946041700342,0.0027413356988616466,0.00636358656903524,0.01157876693070467,0.00891230274160662,0.006804760990667569
25,barr_call,call,0.8,1.0,1.0,0.06513781432265774,0.15224386914302468,1.927,0.788637092915756,0.7571404597298825,0.7844051955364056,0.7863558683502914,0.8045433844210165,0.7801177181288671,0.7838806691940009,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.001522438691430247,0.019270000000000002,0.03149663318587348,0.004231897379350369,0.0022812245654646457,0.01590629150526046,0.008519374786888911,0.00475642372175511
25,barr_put,put,0.8,1.0,1.0,0.06513781432265774,0.15224386914302468,1.927,-0.024980984073549872,-0.0359339286252168,-0.014801245319086796,-0.026322638277170504,0.01336846525365979,-0.01585059347108987,-0.020208939867170754,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.001522438691430247,0.019270000000000002,0.010952944551666927,0.010179738754463076,0.001341654203620632,0.03834944932720966,0.00913039060246,0.004772044206379118
26,van_call,call,,1.0,1.0,0.039720257772615425,0.33583948449028544,1.1380000000000001,0.6199313624289824,0.6179741666347105,0.6267077647163583,0.6243399957622991,0.6171432616183081,0.6262770411394752,0.6276158455601671,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0033583948449028545,0.011380000000000001,0.001957195794271893,0.00677640228737586,0.004408633333316758,0.0027881008106742655,0.0063456787104928525,0.0076844831311847495
26,van_put,put,,1.0,1.0,0.039720257772615425,0.33583948449028544,1.1380000000000001,-0.3800686375710176,-0.3757168473364561,-0.3733903738676339,-0.37512762701643887,-0.3771248263186852,-0.373188883747852,-0.3728499098626131,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0033583948449028545,0.011380000000000001,0.004351790234561503,0.006678263703383702,0.00494101055457874,0.0029438112523323956,0.006879753823165635,0.007218727708404482
26,barr_call,call,0.8,1.0,1.0,0.039720257772615425,0.33583948449028544,1.1380000000000001,0.7348503930416028,0.6581884267880728,0.725934142437959,0.7471264490646945,0.6382536436645825,0.6921277032572393,0.7301340819446472,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0033583948449028545,0.011380000000000001,0.07666196625353006,0.008916250603643872,0.012276056023091675,0.09659674937702034,0.042722689784363554,0.004716311096955583
26,barr_put,put,0.8,1.0,1.0,0.039720257772615425,0.33583948449028544,1.1380000000000001,0.014686238042838085,0.050189316443040914,0.006279935655834762,0.012039408505022057,-0.006152135673209887,0.015635793570410294,0.01961998294948827,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0033583948449028545,0.011380000000000001,0.03550307840020283,0.008406302387003323,0.0026468295378160277,0.02083837371604797,0.0009495555275722094,0.004933744906650186
27,van_call,call,,1.0,1.0,0.07887301429407456,0.6578942253806616,0.717,0.6480473993928032,0.6618480384359138,0.6458397799340931,0.6527031864956623,0.6554794369806299,0.657521306163758,0.6530038466193017,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.006578942253806615,0.00717,0.013800639043110574,0.002207619458710064,0.004655787102859077,0.007432037587826734,0.009473906770954832,0.004956447226498462
27,van_put,put,,1.0,1.0,0.07887301429407456,0.6578942253806616,0.717,-0.3519526006071968,-0.34404953330189336,-0.35253969746650016,-0.34845205176210203,-0.3463404426557487,-0.34349449947016775,-0.3483879445814464,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.006578942253806615,0.00717,0.007903067305303435,0.0005870968593033599,0.003500548845094764,0.0056121579514480935,0.00845810113702905,0.003564656025750401
27,barr_call,call,0.8,1.0,1.0,0.07887301429407456,0.6578942253806616,0.717,0.8522054235562876,0.7993661137838698,0.9242423261331345,0.838743287667229,0.6664632850001906,0.8016955769056339,0.8136496648335906,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.006578942253806615,0.00717,0.0528393097724178,0.07203690257684692,0.013462135889058535,0.185742138556097,0.05050984665065372,0.03855575872269701
27,barr_put,put,0.8,1.0,1.0,0.07887301429407456,0.6578942253806616,0.717,0.006337985427590231,0.004130933498007667,0.0031347244683869882,0.006081198039872685,0.01363013688436914,0.006153276196975573,0.013757863722817752,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.006578942253806615,0.00717,0.0022070519295825644,0.003203260959203243,0.0002567873877175461,0.007292151456778908,0.00018470923061465836,0.007419878295227521
28,van_call,call,,1.0,1.0,0.031683612216887126,0.07426920108898555,0.748,0.6558173382326591,0.6717056013226065,0.680906098862797,0.6839428365962859,0.6918848820374863,0.68682363894597,0.6848452720733658,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0007426920108898555,0.0074800000000000005,0.015888263089947396,0.025088760630137874,0.028125498363626766,0.03606754380482724,0.031006300713310897,0.029027933840706677
28,van_put,put,,1.0,1.0,0.031683612216887126,0.07426920108898555,0.748,-0.3441826617673409,-0.32839238706107043,-0.31908198150503564,-0.316056229249442,-0.3082918965898362,-0.31328992871332906,-0.31524992347724146,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0007426920108898555,0.0074800000000000005,0.01579027470627048,0.025100680262305275,0.028126432517898925,0.035890765177504724,0.030892733054011856,0.028932738290099458
28,barr_call,call,0.8,1.0,1.0,0.031683612216887126,0.07426920108898555,0.748,0.68373877970445,0.7061733887231109,0.6843941552622163,0.6842385868768737,0.6918848820374863,0.68682363894597,0.6848452720733658,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0007426920108898555,0.0074800000000000005,0.0224346090186609,0.0006553755577662912,0.0004998071724237052,0.008146102333036365,0.0030848592415200216,0.0011064923689158013
28,barr_put,put,0.8,1.0,1.0,0.031683612216887126,0.07426920108898555,0.748,-0.3148787560385183,-0.2936492009323383,-0.31397147253126345,-0.3135893044610793,-0.3082918965898362,-0.3131376766838726,-0.3135499577170426,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0007426920108898555,0.0074800000000000005,0.021229555106179965,0.0009072835072548302,0.0012894515774389825,0.006586859448682092,0.0017410793546456804,0.0013287983214756993
29,van_call,call,,1.0,1.0,0.05680986526260692,0.05595138901081743,1.317,0.884408936860574,0.8946531277323949,0.901520278304134,0.8989541242473365,0.8967898785493644,0.8971659719517494,0.8978393450655777,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.0005595138901081743,0.01317,0.010244190871820935,0.01711134144355997,0.01454518738676247,0.012380941688790448,0.012757035091175428,0.013430408205003741
29,van_put,put,,1.0,1.0,0.05680986526260692,0.05595138901081743,1.317,-0.11559106313942602,-0.1054138399228082,-0.0984173739686043,-0.10103830644027498,-0.10319287416086625,-0.10256007454253843,-0.10186081908173959,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.0005595138901081743,0.01317,0.01017722321661782,0.017173689170821724,0.014552756699151043,0.012398188978559765,0.013030988596887588,0.013730244057686428
29,barr_call,call,0.8,1.0,1.0,0.05680986526260692,0.05595138901081743,1.317,0.8986073518423107,0.9052531905551205,0.8979731738056426,0.8991045161704222,0.8967898785493644,0.8971659719517494,0.8978393450655777,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.0005595138901081743,0.01317,0.006645838712809882,0.0006341780366680982,0.0004971643281115323,0.0018174732929462367,0.0014413798905612563,0.0007680067767329435
29,barr_put,put,0.8,1.0,1.0,0.05680986526260692,0.05595138901081743,1.317,-0.1013384347688983,-0.09463246010911917,-0.10201877431084524,-0.10071349723091327,-0.10319287416086625,-0.10256007454253843,-0.10185334387969314,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.0005595138901081743,0.01317,0.006705974659779124,0.0006803395419469477,0.0006249375379850236,0.0018544393919679575,0.0012216397736401347,0.0005149091107948395
30,van_call,call,,1.0,1.0,0.08691273895612259,0.32387161910725526,0.311,0.5948202114728631,0.6092352879834547,0.6062862725132137,0.6062347182479472,0.6108643895400889,0.60650165262313,0.6068838272167545,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0032387161910725527,0.00311,0.014415076510591596,0.011466061040350528,0.011414506775084043,0.0160441780672258,0.011681441150266925,0.012063615743891365
30,van_put,put,,1.0,1.0,0.08691273895612259,0.32387161910725526,0.311,-0.4051797885271369,-0.3924189230051167,-0.3941820040771607,-0.39383405846480507,-0.38916323984465456,-0.3938117012206019,-0.3929675812453133,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0032387161910725527,0.00311,0.01276086552202016,0.010997784449976178,0.011345730062331805,0.016016548682482312,0.01136808730653499,0.012212207281823595
30,barr_call,call,0.8,1.0,1.0,0.08691273895612259,0.32387161910725526,0.311,0.612246633952819,0.6213525560531049,0.6192251595502712,0.6144519627499136,0.6449605999165178,0.6158130791546701,0.6105699628133121,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0032387161910725527,0.00311,0.009105922100285935,0.0069785255974522675,0.0022053287970946744,0.0327139659636988,0.0035664452018511206,0.001676671139506869
30,barr_put,put,0.8,1.0,1.0,0.08691273895612259,0.32387161910725526,0.311,-0.04012814811303472,-0.05398497605690611,-0.01772025950209262,-0.039808524967544986,0.010608064431725031,-0.020228602766929338,-0.030860779732313007,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0032387161910725527,0.00311,0.013856827943871386,0.022407888610942103,0.00031962314548973636,0.050736212544759754,0.019899545346105385,0.009267368380721716
31,van_call,call,,1.0,1.0,0.04361734238956794,0.5908913226585232,1.987,0.6986477119438491,0.6968720464284761,0.7060182370797807,0.7021865679229022,0.7455566688735815,0.6897115185582392,0.7035915047804875,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.0059089132265852315,0.019870000000000002,0.0017756655153730039,0.007370525135931616,0.0035388559790531238,0.046908956929732404,0.008936193385609914,0.004943792836638372
31,van_put,put,,1.0,1.0,0.04361734238956794,0.5908913226585232,1.987,-0.3013522880561509,-0.29153829847593515,-0.2942555198686525,-0.29949095464732456,-0.30036956992710584,-0.30434308832977264,-0.297907300270428,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.0059089132265852315,0.019870000000000002,0.009813989580215732,0.007096768187498381,0.0018613334088263267,0.000982718129045046,0.002990800273621752,0.003444987785722886
31,barr_call,call,0.8,1.0,1.0,0.04361734238956794,0.5908913226585232,1.987,0.9526657994787552,0.8429309344427288,1.042481937240286,0.9522772956397557,0.6075602553514969,0.7647615523500267,0.9732400931920571,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.0059089132265852315,0.019870000000000002,0.10973486503602636,0.08981613776153086,0.0003885038389994655,0.34510554412725825,0.18790424712872844,0.020574293713301883
31,barr_put,put,0.8,1.0,1.0,0.04361734238956794,0.5908913226585232,1.987,0.00211685898264119,-0.003129385317948008,0.00484585236295775,0.0023290940639830596,0.0007542072570454288,0.0003631819988403817,0.002806530088477236,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.0059089132265852315,0.019870000000000002,0.005246244300589198,0.0027289933803165602,0.00021223508134186973,0.001362651725595761,0.0017536769838008082,0.0006896711058360463
32,van_call,call,,1.0,1.0,0.08021476420801592,0.8540446685585161,2.291,0.7847996122163919,0.7680456132465818,0.8089701841107577,0.7819071660449373,0.7715152718184792,0.7990722228716551,0.8073551797216916,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.008540446685585162,0.02291,0.016753998969810113,0.024170571894365778,0.0028924461714546768,0.013284340397912708,0.014272610655263196,0.022555567505299634
32,van_put,put,,1.0,1.0,0.08021476420801592,0.8540446685585161,2.291,-0.21520038778360806,-0.21658109425483074,-0.21183887982285654,-0.21343291108940066,-0.21293398922594964,-0.211708905188851,-0.21332085786924804,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.008540446685585162,0.02291,0.0013807064712226813,0.0033615079607515197,0.0017674766942074038,0.0022663985576584222,0.003491482594757067,0.001879529914360023
32,barr_call,call,0.8,1.0,1.0,0.08021476420801592,0.8540446685585161,2.291,1.0492901592474095,0.8137644337224914,0.8358490248356137,1.0347907086398238,0.6178217835606903,0.9791248573447153,0.9923304696879659,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.008540446685585162,0.02291,0.23552572552491813,0.2134411344117958,0.014499450607585729,0.43146837568671925,0.07016530190269421,0.05695968955944364
32,barr_put,put,0.8,1.0,1.0,0.08021476420801592,0.8540446685585161,2.291,0.0005122047665853668,-0.0005685731180909761,-0.00031821864741818915,0.0006730127962194603,-0.001582342494929251,0.0021065855430362603,0.00176526739852305,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.008540446685585162,0.02291,0.0010807778846763428,0.000830423414003556,0.0001608080296340935,0.0020945472615146177,0.0015943807764508934,0.001253062631937683
33,van_call,call,,1.0,1.0,0.014376682451456457,0.287775362575009,2.803,0.6272352235198275,0.6488442020961938,0.6348052042027347,0.6328787603756686,0.6525793775213007,0.6307855589820471,0.6338828088223919,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0028777536257500905,0.02803,0.021608978576366233,0.007569980682907151,0.005643536855841069,0.025344154001473163,0.0035503354622196115,0.006647585302564374
33,van_put,put,,1.0,1.0,0.014376682451456457,0.287775362575009,2.803,-0.3727647764801725,-0.36064352723592374,-0.3664796532793002,-0.36760348948035315,-0.3500121321427241,-0.3668723923641981,-0.3664601890582764,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0028777536257500905,0.02803,0.012121249244248733,0.006285123200872267,0.005161286999819326,0.02275264433744839,0.0058923841159743695,0.006304587421896102
33,barr_call,call,0.8,1.0,1.0,0.014376682451456457,0.287775362575009,2.803,0.7993487308419062,0.9835026141486652,0.8100217586521657,0.8023498212908403,0.6808940233584332,0.6594522951429926,0.8004587447830169,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0028777536257500905,0.02803,0.18415388330675908,0.010673027810259583,0.0030010904489341517,0.11845470748347298,0.13989643569891352,0.0011100139411107657
33,barr_put,put,0.8,1.0,1.0,0.014376682451456457,0.287775362575009,2.803,0.009096506421693573,0.03230154617048812,0.003403331017897771,0.007674439265623317,0.01123043792113209,0.007231672256762531,0.01427877887312844,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0028777536257500905,0.02803,0.023205039748794544,0.005693175403795802,0.0014220671560702565,0.002133931499438517,0.001864834164931042,0.005182272451434867
34,van_call,call,,1.0,1.0,0.07042609711183355,0.17389415958797735,1.192,0.7043990617619819,0.7133933063621478,0.7115130932132202,0.7119669580712001,0.7101209335812777,0.7112636225906618,0.7139819619127477,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.0017389415958797736,0.01192,0.008994244600165957,0.007114031451238345,0.0075678963092182805,0.005721871819295843,0.006864560828679922,0.009582900150765794
34,van_put,put,,1.0,1.0,0.07042609711183355,0.17389415958797735,1.192,-0.29560093823801814,-0.28658373938737836,-0.28845473659614496,-0.28803571253948956,-0.2885077378435949,-0.2890167414011317,-0.28654947853104934,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.0017389415958797736,0.01192,0.009017198850639785,0.007146201641873184,0.007565225698528577,0.007093200394423238,0.006584196836886436,0.0090514597069688
34,barr_call,call,0.8,1.0,1.0,0.07042609711183355,0.17389415958797735,1.192,0.7247494937971013,0.7274540780665403,0.7247049394832616,0.7250155539698572,0.7155356901341392,0.7212148819133957,0.7287711527608209,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.0017389415958797736,0.01192,0.002704584269438981,4.4554313839650916e-05,0.00026606017275587757,0.009213803662962095,0.0035346118837056295,0.004021658963719643
34,barr_put,put,0.8,1.0,1.0,0.07042609711183355,0.17389415958797735,1.192,-0.04139895910301311,-0.014418160644543744,-0.023939054260982764,-0.03908017200623323,-0.0940125460379665,-0.033817052303652256,-0.047934022773754754,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.0017389415958797736,0.01192,0.026980798458469367,0.017459904842030347,0.0023187870967798785,0.05261358693495338,0.007581906799360855,0.0065350636707416435
35,van_call,call,,1.0,1.0,0.07045813081895726,0.13488718479284398,0.961,0.7184276398795048,0.7206492518603987,0.7333551438982274,0.7311259164344441,0.7233618148059534,0.7310974856509306,0.7311100186910043,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.0013488718479284399,0.00961,0.0022216119808939894,0.01492750401872267,0.01269827655493938,0.004934174926448653,0.012669845771425825,0.012682378811499584
35,van_put,put,,1.0,1.0,0.07045813081895726,0.13488718479284398,0.961,-0.28157236012049525,-0.2800537128495643,-0.26674483007123434,-0.2688627117685607,-0.2752253859302847,-0.26819504672940736,-0.2685785229416371,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.0013488718479284399,0.00961,0.0015186472709309284,0.014827530049260906,0.012709648351934555,0.006346974190210519,0.013377313391087886,0.012993837178858159
35,barr_call,call,0.8,1.0,1.0,0.07045813081895726,0.13488718479284398,0.961,0.7313529539181657,0.7326694543201895,0.7287837808476735,0.732103568189485,0.7233618148059534,0.7313822641725878,0.7313390948123374,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.0013488718479284399,0.00961,0.0013165004020238014,0.0025691730704922033,0.0007506142713192832,0.007991139112212275,2.9310254422099113e-05,1.3859105828295526e-05
35,barr_put,put,0.8,1.0,1.0,0.07045813081895726,0.13488718479284398,0.961,-0.14884463220167093,-0.16474876521133142,-0.15636751746733074,-0.1546991829812952,-0.0758908649712637,-0.14813879296134597,-0.14852400987358585,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.0013488718479284399,0.00961,0.01590413300966048,0.007522885265659807,0.005854550779624268,0.07295376723040724,0.000705839240324968,0.0003206223280850795
36,van_call,call,,1.0,1.0,0.02187921056740886,0.9946591748156502,1.179,0.7135867429305978,0.7515496785086451,0.731572927980223,0.7159967541820245,0.8474627287142322,0.8828724232517238,0.8646157516750574,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.009946591748156503,0.01179,0.03796293557804731,0.017986185049625236,0.0024100112514267025,0.13387598578363447,0.169285680321126,0.15102900874445968
36,van_put,put,,1.0,1.0,0.02187921056740886,0.9946591748156502,1.179,-0.28641325706940224,-0.26385532288782376,-0.2827541392290911,-0.2840704943542105,-0.28253404565348195,-0.28141297100687246,-0.27878454469810743,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.009946591748156503,0.01179,0.022557934181578476,0.0036591178403111435,0.0023427627151917374,0.0038792114159202917,0.00500028606252978,0.00762871237129481
36,barr_call,call,0.8,1.0,1.0,0.02187921056740886,0.9946591748156502,1.179,0.936498211792286,1.1936357353819453,0.9853535404200725,0.932314185414812,2.8777594092792125,1.3097433774870382,1.1386981724020195,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.009946591748156503,0.01179,0.25713752358965936,0.04885532862778652,0.004184026377473948,1.9412611974869265,0.3732451656947522,0.20219996060973355
36,barr_put,put,0.8,1.0,1.0,0.02187921056740886,0.9946591748156502,1.179,0.0010304453803761104,-0.0003247435024521185,0.00210019587140928,0.001998701092090888,0.013023186971437492,0.006497814895629003,0.0031730464958830817,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.009946591748156503,0.01179,0.001355188882828229,0.0010697504910331694,0.0009682557117147777,0.011992741591061382,0.005467369515252892,0.0021426011155069712
37,van_call,call,,1.0,1.0,0.0924867628615565,0.18031837159992245,2.5,0.8298400049257841,0.8515113669275459,0.8373555737232974,0.8344022993332145,0.8392941232547052,0.830127325496216,0.8332302250470769,1000,10000,100000,0.001,4934,1000,10000,100000,4934,0.01,0.0009248676286155651,0.0018031837159992246,0.025,0.021671362001761785,0.00751556879751325,0.0045622944074303895,0.009454118328921068,0.00028732057043190373,0.003390220121292753
37,van_put,put,,1.0,1.0,0.0924867628615565,0.18031837159992245,2.5,-0.17015999507421586,-0.14569982408512427,-0.16196146795856325,-0.16562917714153627,-0.15913239266712384,-0.16939567045935466,-0.16580735159994578,1000,10000,100000,0.001,4934,1000,10000,100000,4934,0.01,0.0009248676286155651,0.0018031837159992246,0.025,0.02446017098909159,0.00819852711565261,0.004530817932679593,0.011027602407092024,0.0007643246148612004,0.004352643474270085
37,barr_call,call,0.8,1.0,1.0,0.0924867628615565,0.18031837159992245,2.5,0.932529113045813,1.0593792781732085,0.9126346464347623,0.9273718872240988,0.9605200570794448,0.9165922702976587,0.9238315809113717,1000,10000,100000,0.001,4934,1000,10000,100000,4934,0.01,0.0009248676286155651,0.0018031837159992246,0.025,0.12685016512739555,0.019894466611050654,0.005157225821714184,0.02799094403363178,0.015936842748154323,0.008697532134441244
37,barr_put,put,0.8,1.0,1.0,0.0924867628615565,0.18031837159992245,2.5,-0.0026267813194383316,-0.01131669569812135,-0.0007081948633786035,-0.003974318879593208,-0.019455129927334856,-0.0076728104544961095,0.0022030113808136666,1000,10000,100000,0.001,4934,1000,10000,100000,4934,0.01,0.0009248676286155651,0.0018031837159992246,0.025,0.008689914378683019,0.001918586456059728,0.0013475375601548767,0.016828348607896525,0.005046029135057778,0.004829792700251998
38,van_call,call,,1.0,1.0,0.04421407554041767,0.31822927620416863,2.713,0.6882612230109173,0.6972265645348141,0.68693347167329,0.6905671834691707,0.7181780471013532,0.6959500860348689,0.6950592758458551,1000,10000,100000,0.001,5034,1000,10000,100000,5034,0.01,0.0004421407554041767,0.0031822927620416865,0.02713,0.00896534152389683,0.0013277513376273031,0.0023059604582533755,0.029916824090435945,0.007688863023951553,0.00679805283493784
38,van_put,put,,1.0,1.0,0.04421407554041767,0.31822927620416863,2.713,-0.3117387769890827,-0.304204171991479,-0.3101057414419822,-0.30868796032436085,-0.3018286962082811,-0.3075251233813442,-0.3065602992893879,1000,10000,100000,0.001,5034,1000,10000,100000,5034,0.01,0.0004421407554041767,0.0031822927620416865,0.02713,0.007534604997603722,0.001633035547100481,0.003050816664721845,0.009910080780801578,0.00421365360773851,0.005178477699694817
38,barr_call,call,0.8,1.0,1.0,0.04421407554041767,0.31822927620416863,2.713,0.9155854205060765,0.982745689106343,0.9504405555768342,0.9107275538283083,0.8673530684862957,0.8234654673937941,0.8528159449418621,1000,10000,100000,0.001,5034,1000,10000,100000,5034,0.01,0.0004421407554041767,0.0031822927620416865,0.02713,0.06716026860026647,0.03485513507075766,0.004857866677768219,0.04823235201978082,0.09211995311228238,0.06276947556421442
38,barr_put,put,0.8,1.0,1.0,0.04421407554041767,0.31822927620416863,2.713,0.006338531750431364,0.0005511999585806416,0.007358901089612449,0.008960006167754653,0.02562305974726179,0.01945451515172013,0.012553183354144975,1000,10000,100000,0.001,5034,1000,10000,100000,5034,0.01,0.0004421407554041767,0.0031822927620416865,0.02713,0.005787331791850723,0.0010203693391810844,0.002621474417323289,0.019284527996830426,0.013115983401288767,0.00621465160371361
39,van_call,call,,1.0,1.0,0.09093159589724725,0.5687231132544481,1.339,0.6963961304109982,0.7343370796175419,0.7097481508782144,0.7018006988643632,0.679745055092501,0.6969301769742753,0.7008220938751863,1000,10000,100000,0.001,5134,1000,10000,100000,5134,0.01,0.0009093159589724726,0.0056872311325444815,0.013389999999999999,0.03794094920654367,0.013352020467216175,0.005404568453365011,0.016651075318497188,0.0005340465632770464,0.00442596346418811
39,van_put,put,,1.0,1.0,0.09093159589724725,0.5687231132544481,1.339,-0.30360386958900176,-0.2963856089713668,-0.2980094743429279,-0.30017062079250034,-0.30736512671967475,-0.3004718162765402,-0.299318753438782,1000,10000,100000,0.001,5134,1000,10000,100000,5134,0.01,0.0009093159589724726,0.0056872311325444815,0.013389999999999999,0.007218260617634975,0.005594395246073858,0.0034332487965014202,0.0037612571306729903,0.00313205331246158,0.004285116150219759
39,barr_call,call,0.8,1.0,1.0,0.09093159589724725,0.5687231132544481,1.339,0.9557102945673968,0.9154413621379781,1.001092016972266,0.968330256815117,0.46815142789407294,0.8628801943351638,0.9155965385814424,1000,10000,100000,0.001,5134,1000,10000,100000,5134,0.01,0.0009093159589724726,0.0056872311325444815,0.013389999999999999,0.04026893242941865,0.04538172240486915,0.012619962247720218,0.4875588666733238,0.09283010023223293,0.04011375598595435
39,barr_put,put,0.8,1.0,1.0,0.09093159589724725,0.5687231132544481,1.339,0.0037842013593983315,0.013357697641512513,0.0008350778345841297,0.004743018206292767,0.009904124568114243,0.0036428795699773022,0.005717690772382767,1000,10000,100000,0.001,5134,1000,10000,100000,5134,0.01,0.0009093159589724726,0.0056872311325444815,0.013389999999999999,0.009573496282114182,0.0029491235248142018,0.0009588168468944351,0.006119923208715912,0.00014132178942102922,0.0019334894129844358
40,van_call,call,,1.0,1.0,0.00598092227798519,0.010339225925744266,0.106,0.5753528728574555,0.8989409839599666,0.8961784944465269,0.8952327851713454,0.7184419837315187,0.7073190344112273,0.70382846244015,1000,10000,100000,0.001,5234,1000,10000,100000,5234,0.01,5.98092227798519e-05,0.00010339225925744266,0.00106,0.32358811110251107,0.32082562158907135,0.3198799123138899,0.14308911087406317,0.13196616155377183,0.12847558958269445
40,van_put,put,,1.0,1.0,0.00598092227798519,0.010339225925744266,0.106,-0.4246471271425445,-0.10105884855175415,-0.10382145468176242,-0.10476719591563644,-0.27992123376175676,-0.2910314058723634,-0.2945222076179834,1000,10000,100000,0.001,5234,1000,10000,100000,5234,0.01,5.98092227798519e-05,0.00010339225925744266,0.00106,0.3235882785907903,0.3208256724607821,0.31987993122690805,0.14472589338078773,0.13361572127018106,0.13012491952456107
40,barr_call,call,0.8,1.0,1.0,0.00598092227798519,0.010339225925744266,0.106,0.8951421847387397,0.8961161482005786,0.8947254862255187,0.8955439862375059,0.7184419837315187,0.7073190344112273,0.70382846244015,1000,10000,100000,0.001,5234,1000,10000,100000,5234,0.01,5.98092227798519e-05,0.00010339225925744266,0.00106,0.0009739634618388671,0.00041669851322101437,0.0004018014987661189,0.17670020100722106,0.1878231503275124,0.19131372229858978
