set_idx,option,opt_type,barrier,S0,K,r,kappa,long_var,xi,corr,v0,T,mc_1k_delta,mc_10k_delta,mc_100k_delta,cvae_1k_delta,cvae_10k_delta,cvae_100k_delta,mc_1k_n_paths,mc_10k_n_paths,mc_reference_n_paths,mc_dt,mc_seed,cvae_1k_n_samples,cvae_10k_n_samples,cvae_100k_n_samples,cvae_seed,delta_h,rho_h,v0_h,theta_h,mc_1k_abs_error,mc_10k_abs_error,cvae_1k_abs_error,cvae_10k_abs_error,cvae_100k_abs_error
23,van_call,call,,1.0,1.0,0.03688240060019745,1.8496608197197382,0.0411155867308901,0.9586129276533991,-0.926080395339564,0.0021521622668528684,1.9060000000000001,0.8327321686905503,0.8201706062243519,0.8131702121637163,0.8205379098534568,0.8263875203229964,0.8258624929556715,1000,10000,100000,0.001,3534,1000,10000,100000,3534,0.01,0.0003688240060019745,2.1521622668528683e-05,0.01906,0.019561956526834012,0.007000394060635573,0.007367697689740438,0.013217308159280128,0.012692280791955168
23,van_put,put,,1.0,1.0,0.03688240060019745,1.8496608197197382,0.0411155867308901,0.9586129276533991,-0.926080395339564,0.0021521622668528684,1.9060000000000001,-0.1705827749833154,-0.18229571933491215,-0.18632178212328876,-0.17435075479028186,-0.1691348579089487,-0.16858205131584023,1000,10000,100000,0.001,3534,1000,10000,100000,3534,0.01,0.0003688240060019745,2.1521622668528683e-05,0.01906,0.015739007139973366,0.004026062788376611,0.011971027333006895,0.017186924214340066,0.017739730807448534
23,barr_call,call,0.8,1.0,1.0,0.03688240060019745,1.8496608197197382,0.0411155867308901,0.9586129276533991,-0.926080395339564,0.0021521622668528684,1.9060000000000001,0.8228637837523713,0.8315852520530825,0.8209378922643812,0.8199052379862195,0.8105790574097701,0.8208802888112501,1000,10000,100000,0.001,3534,1000,10000,100000,3534,0.01,0.0003688240060019745,2.1521622668528683e-05,0.01906,0.0019258914879901612,0.01064735978870135,0.001032654278161682,0.010358834854611088,5.7603453131105375e-05
23,barr_put,put,0.8,1.0,1.0,0.03688240060019745,1.8496608197197382,0.0411155867308901,0.9586129276533991,-0.926080395339564,0.0021521622668528684,1.9060000000000001,-0.0007430747716136946,-0.006832508114386435,-0.00917788169088221,0.004073649841112963,-0.006937362481676751,-0.012303353992325784,1000,10000,100000,0.001,3534,1000,10000,100000,3534,0.01,0.0003688240060019745,2.1521622668528683e-05,0.01906,0.008434806919268515,0.0023453735764957743,0.013251531531995172,0.0022405192092054584,0.003125472301443574
24,van_call,call,,1.0,1.0,0.09331401019825217,1.993166457091452,0.04343887739261897,0.6447273396586617,-0.5295006421260109,0.020554555581647475,2.178,0.8582358672581475,0.8532059932941982,0.8608081247627047,0.874556311721511,0.8587815812319322,0.8626851338738972,1000,10000,100000,0.001,3634,1000,10000,100000,3634,0.01,0.0009331401019825217,0.00020554555581647475,0.02178,0.0025722575045572516,0.007602131468506523,0.013748186958806308,0.0020265435307725843,0.0018770091111924847
24,van_put,put,,1.0,1.0,0.09331401019825217,1.993166457091452,0.04343887739261897,0.6447273396586617,-0.5295006421260109,0.020554555581647475,2.178,-0.13779340870375412,-0.14299325793498546,-0.1392749113398893,-0.1303026544907583,-0.14257178797765224,-0.13852534828415267,1000,10000,100000,0.001,3634,1000,10000,100000,3634,0.01,0.0009331401019825217,0.00020554555581647475,0.02178,0.0014815026361351957,0.0037183465950961503,0.008972256849131,0.00329687663776293,0.0007495630557366462
24,barr_call,call,0.8,1.0,1.0,0.09331401019825217,1.993166457091452,0.04343887739261897,0.6447273396586617,-0.5295006421260109,0.020554555581647475,2.178,0.8081490295253069,0.9392735848161221,0.9320122373936923,1.006615564901156,0.9048799842074934,0.9294881746320316,1000,10000,100000,0.001,3634,1000,10000,100000,3634,0.01,0.0009331401019825217,0.00020554555581647475,0.02178,0.12386320786838545,0.007261347422429787,0.07460332750746357,0.02713225318619894,0.002524062761660728
24,barr_put,put,0.8,1.0,1.0,0.09331401019825217,1.993166457091452,0.04343887739261897,0.6447273396586617,-0.5295006421260109,0.020554555581647475,2.178,-0.0027126172822259254,0.0015451374877561378,-0.006710827214521822,-0.002014213402277889,0.0018181427261076272,-0.0025370242032105982,1000,10000,100000,0.001,3634,1000,10000,100000,3634,0.01,0.0009331401019825217,0.00020554555581647475,0.02178,0.003998209932295897,0.008255964702277959,0.004696613812243933,0.00852896994062945,0.004173803011311224
25,van_call,call,,1.0,1.0,0.06513781432265774,0.346240477603282,0.08636902369968506,0.10589164893892372,-0.7994280225423257,0.03398758202994562,1.552,0.7531354441242921,0.7322171346070355,0.7340240686026206,0.7285912642730513,0.7342156627905216,0.7346479980213899,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.0003398758202994562,0.01552,0.019111375521671525,0.0018069339955850694,0.005432804329569274,0.0001915941879010452,0.0006239294187693201
25,van_put,put,,1.0,1.0,0.06513781432265774,0.346240477603282,0.08636902369968506,0.10589164893892372,-0.7994280225423257,0.03398758202994562,1.552,-0.2474926064895043,-0.2676139827184072,-0.2660986963910886,-0.2720698402824552,-0.26652793563691973,-0.26578313382174673,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.0003398758202994562,0.01552,0.018606089901584272,0.0015152863273186212,0.005971143891366604,0.0004292392458311589,0.0003155625693418429
25,barr_call,call,0.8,1.0,1.0,0.06513781432265774,0.346240477603282,0.08636902369968506,0.10589164893892372,-0.7994280225423257,0.03398758202994562,1.552,0.8041994039485995,0.8001599172207441,0.7948195706980715,0.7159282865763922,0.7882077336162641,0.7734733179598691,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.0003398758202994562,0.01552,0.009379833250527936,0.005340346522672568,0.07889128412167934,0.006611837081807459,0.021346252738202454
25,barr_put,put,0.8,1.0,1.0,0.06513781432265774,0.346240477603282,0.08636902369968506,0.10589164893892372,-0.7994280225423257,0.03398758202994562,1.552,0.03402632965997174,-0.015338125876452214,-0.007291933332244805,0.07515183315415057,0.019457442356860585,0.0023955210280492654,1000,10000,100000,0.001,3734,1000,10000,100000,3734,0.01,0.0006513781432265774,0.0003398758202994562,0.01552,0.04131826299221654,0.008046192544207409,0.08244376648639537,0.02674937568910539,0.00968745436029407
26,van_call,call,,1.0,1.0,0.039720257772615425,2.205036901775998,0.014030143551249572,0.5486441383440652,-0.7914327764042958,0.10116549047829117,2.3040000000000003,0.7999081672469155,0.778269165339246,0.7815623645695963,0.7777152286325445,0.7797916451955378,0.7839240813022397,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0010116549047829116,0.02304,0.018345802677319223,0.003293199230350319,0.003847135937051771,0.0017707193740584826,0.002361716732643404
26,van_put,put,,1.0,1.0,0.039720257772615425,2.205036901775998,0.014030143551249572,0.5486441383440652,-0.7914327764042958,0.10116549047829117,2.3040000000000003,-0.20796465777457307,-0.22036694579013819,-0.21848344202418588,-0.21660138696953865,-0.21614177413503272,-0.212847655520855,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0010116549047829116,0.02304,0.010518784249612806,0.0018835037659523102,0.0018820550546472248,0.0023416678891531595,0.005635786503330881
26,barr_call,call,0.8,1.0,1.0,0.039720257772615425,2.205036901775998,0.014030143551249572,0.5486441383440652,-0.7914327764042958,0.10116549047829117,2.3040000000000003,0.8859648410598275,0.8111810841444994,0.8216751649132659,0.8232155394474,0.7994203767520469,0.8161867266025358,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0010116549047829116,0.02304,0.06428967614656167,0.010494080768766456,0.0015403745341341368,0.022254788161218952,0.005488438310730093
26,barr_put,put,0.8,1.0,1.0,0.039720257772615425,2.205036901775998,0.014030143551249572,0.5486441383440652,-0.7914327764042958,0.10116549047829117,2.3040000000000003,-0.012265685734890851,-0.003452385858316383,-0.0024828509566347193,0.001560860653723674,0.007422974619057231,-0.001755344107895961,1000,10000,100000,0.001,3834,1000,10000,100000,3834,0.01,0.0003972025777261543,0.0010116549047829116,0.02304,0.009782834778256132,0.0009695349016816636,0.004043711610358393,0.00990582557569195,0.0007275068487387583
27,van_call,call,,1.0,1.0,0.07887301429407456,4.838070576847271,0.09313041421235242,0.6387718114168971,-0.8224603998008831,0.035495492226267036,2.515,0.7909197005680491,0.7804301403930736,0.7793939074196288,0.7869920919092166,0.7805668187511494,0.7824364779241866,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.00035495492226267036,0.025150000000000002,0.011525793148420282,0.001036232973444795,0.0075981844895878226,0.001172911331520643,0.0030425705045578066
27,van_put,put,,1.0,1.0,0.07887301429407456,4.838070576847271,0.09313041421235242,0.6387718114168971,-0.8224603998008831,0.035495492226267036,2.515,-0.21589269183646398,-0.21907563291065774,-0.22082228579957952,-0.214669867050378,-0.22024829458301004,-0.21892731316728725,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.00035495492226267036,0.025150000000000002,0.004929593963115542,0.0017466528889217847,0.006152418749201527,0.0005739912165694805,0.0018949726322922689
27,barr_call,call,0.8,1.0,1.0,0.07887301429407456,4.838070576847271,0.09313041421235242,0.6387718114168971,-0.8224603998008831,0.035495492226267036,2.515,1.1017373784750206,0.9766970379214868,0.9932265477279878,0.9342088107944818,0.8927390371367833,0.9492051881615032,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.00035495492226267036,0.025150000000000002,0.10851083074703283,0.01652950980650103,0.05901773693350598,0.10048751059120453,0.044021359566484564
27,barr_put,put,0.8,1.0,1.0,0.07887301429407456,4.838070576847271,0.09313041421235242,0.6387718114168971,-0.8224603998008831,0.035495492226267036,2.515,0.0012545439832928199,0.0011784863268181041,0.0035210885469818274,0.017914559810670035,0.01483287765808943,0.004796309691066747,1000,10000,100000,0.001,3934,1000,10000,100000,3934,0.01,0.0007887301429407457,0.00035495492226267036,0.025150000000000002,0.0022665445636890075,0.0023426022201637232,0.014393471263688208,0.011311789111107601,0.0012752211440849193
28,van_call,call,,1.0,1.0,0.031683612216887126,1.75653204766517,0.010904291109551788,0.37013270511389007,-0.6457585513787114,0.10770827050902983,1.724,0.7211087340158434,0.712077437973041,0.7112385939246124,0.7003662991581394,0.7138573749194799,0.7164604950595843,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0010770827050902983,0.017240000000000002,0.009870140091230994,0.0008388440484285997,0.010872294766473,0.0026187809948674534,0.005221901134971896
28,van_put,put,,1.0,1.0,0.031683612216887126,1.75653204766517,0.010904291109551788,0.37013270511389007,-0.6457585513787114,0.10770827050902983,1.724,-0.27492323992140133,-0.287949763874841,-0.2883503213399072,-0.29946675036163634,-0.28771955345838207,-0.28472208530789384,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0010770827050902983,0.017240000000000002,0.013427081418505848,0.00040055746506617584,0.011116429021729157,0.0006307678815251072,0.0036282360320133433
28,barr_call,call,0.8,1.0,1.0,0.031683612216887126,1.75653204766517,0.010904291109551788,0.37013270511389007,-0.6457585513787114,0.10770827050902983,1.724,0.7722814530103524,0.73099725609444,0.7489942711896665,0.7390815385318245,0.7385369291149774,0.7538974542994292,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0010770827050902983,0.017240000000000002,0.023287181820685898,0.017997015095226554,0.009912732657842094,0.01045734207468918,0.004903183109762677
28,barr_put,put,0.8,1.0,1.0,0.031683612216887126,1.75653204766517,0.010904291109551788,0.37013270511389007,-0.6457585513787114,0.10770827050902983,1.724,-0.006089953390214222,-0.003303832172417377,-0.005732649788660078,-0.014129774920376443,0.0035233389823141614,0.0024995508784318374,1000,10000,100000,0.001,4034,1000,10000,100000,4034,0.01,0.0003168361221688713,0.0010770827050902983,0.017240000000000002,0.0003573036015541448,0.0024288176162427007,0.008397125131716365,0.009255988770974239,0.008232200667091915
29,van_call,call,,1.0,1.0,0.05680986526260692,0.5448186797875667,0.035066775569805066,0.5155817465518663,-0.08824687378327956,0.011711460007518859,1.677,0.8156460312751856,0.8136166615440545,0.8186151353114901,0.8163331932248746,0.8178870401502863,0.8186538033235907,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.00011711460007518859,0.01677,0.0029691040363044596,0.004998473767435563,0.002281942086615474,0.0007280951612037567,3.8668012100617766e-05
29,van_put,put,,1.0,1.0,0.05680986526260692,0.5448186797875667,0.035066775569805066,0.5155817465518663,-0.08824687378327956,0.011711460007518859,1.677,-0.18635301694130482,-0.18494713959296658,-0.18095537793617542,-0.1947602167537671,-0.18914174605431897,-0.18755707958440052,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.00011711460007518859,0.01677,0.0053976390051294065,0.00399176165679116,0.013804838817591675,0.00818636811814355,0.0066017016482251
29,barr_call,call,0.8,1.0,1.0,0.05680986526260692,0.5448186797875667,0.035066775569805066,0.5155817465518663,-0.08824687378327956,0.011711460007518859,1.677,0.8143170849888928,0.8345404295260386,0.842433324929015,0.8014382089660543,0.8433527894997447,0.8465200903817027,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.00011711460007518859,0.01677,0.028116239940122245,0.007892895402976441,0.04099511596296068,0.0009194645707296667,0.004086765452687713
29,barr_put,put,0.8,1.0,1.0,0.05680986526260692,0.5448186797875667,0.035066775569805066,0.5155817465518663,-0.08824687378327956,0.011711460007518859,1.677,-0.026849524843332827,-0.07022613673648322,-0.0619342278439081,-0.046893588019094636,-0.061956132383920046,-0.07090628898089235,1000,10000,100000,0.001,4134,1000,10000,100000,4134,0.01,0.0005680986526260692,0.00011711460007518859,0.01677,0.03508470300057527,0.008291908892575119,0.015040639824813462,2.1904540011948026e-05,0.008972061136984254
30,van_call,call,,1.0,1.0,0.08691273895612259,1.2680386830704578,0.10671953714948171,0.5460398030406104,-0.5664790809567197,0.06508437689405819,1.805,0.8012371603884516,0.7807448949186224,0.7844010412303232,0.7958861661874594,0.79115795299525,0.7898077628056666,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0006508437689405819,0.01805,0.016836119158128438,0.0036561463117007476,0.011485124957136272,0.006756911764926876,0.005406721575343387
30,van_put,put,,1.0,1.0,0.08691273895612259,1.2680386830704578,0.10671953714948171,0.5460398030406104,-0.5664790809567197,0.06508437689405819,1.805,-0.20577651890195392,-0.2156460106349095,-0.21529602584604013,-0.2046913802698211,-0.21131304413827545,-0.21150601943423913,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0006508437689405819,0.01805,0.009519506944086209,0.0003499847888693841,0.01060464557621904,0.003982981707764677,0.0037900064118009946
30,barr_call,call,0.8,1.0,1.0,0.08691273895612259,1.2680386830704578,0.10671953714948171,0.5460398030406104,-0.5664790809567197,0.06508437689405819,1.805,0.8383536050411144,0.9113538024099394,0.9161753920720855,0.7445228933527004,0.8976917802465373,0.9083671990945702,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0006508437689405819,0.01805,0.07782178703097109,0.004821589662146186,0.17165249871938515,0.018483611825548252,0.007808192977515338
30,barr_put,put,0.8,1.0,1.0,0.08691273895612259,1.2680386830704578,0.10671953714948171,0.5460398030406104,-0.5664790809567197,0.06508437689405819,1.805,0.003117757579650885,0.0011232289705444438,-0.0006537306595006363,-0.005960610035139562,-0.00018543222282383677,0.006928979415584367,1000,10000,100000,0.001,4234,1000,10000,100000,4234,0.01,0.0008691273895612259,0.0006508437689405819,0.01805,0.0037714882391515214,0.0017769596300450802,0.005306879375638926,0.00046829843667679956,0.007582710075085004
31,van_call,call,,1.0,1.0,0.04361734238956794,2.6381996397194003,0.044970473518394186,0.6270932268367776,-0.821704113680364,0.03578534029322943,0.17300000000000001,0.6663154896164141,0.6705801672611644,0.6704784029241545,0.6778518735567569,0.6766509951311444,0.6747443048476228,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.00035785340293229435,0.0017300000000000002,0.0041629133077404346,0.00010176433700992416,0.007373470632602408,0.0061725922069898465,0.004265901923468318
31,van_put,put,,1.0,1.0,0.04361734238956794,2.6381996397194003,0.044970473518394186,0.6270932268367776,-0.821704113680364,0.03578534029322943,0.17300000000000001,-0.3335092544755225,-0.3297438436480483,-0.32960140647983815,-0.3221027318267275,-0.32362508925205224,-0.3254722532343043,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.00035785340293229435,0.0017300000000000002,0.003907847995684333,0.00014243716821016328,0.00749867465311066,0.00597631722778591,0.0041291532455338675
31,barr_call,call,0.8,1.0,1.0,0.04361734238956794,2.6381996397194003,0.044970473518394186,0.6270932268367776,-0.821704113680364,0.03578534029322943,0.17300000000000001,0.6663154924669228,0.6705465447829891,0.6705305083708084,0.6768303134921119,0.676436552555143,0.6747509599620505,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.00035785340293229435,0.0017300000000000002,0.004215015903885622,1.603641218073104e-05,0.006299805121303459,0.005906044184334602,0.004220451591242069
31,barr_put,put,0.8,1.0,1.0,0.04361734238956794,2.6381996397194003,0.044970473518394186,0.6270932268367776,-0.821704113680364,0.03578534029322943,0.17300000000000001,-0.20985231210965613,-0.2344488805810334,-0.22384656895034666,-0.15699636771973854,-0.21823321826146996,-0.2189395847122494,1000,10000,100000,0.001,4334,1000,10000,100000,4334,0.01,0.0004361734238956794,0.00035785340293229435,0.0017300000000000002,0.013994256840690528,0.010602311630686728,0.06685020123060811,0.005613350688876695,0.004906984238097267
32,van_call,call,,1.0,1.0,0.08021476420801592,2.1770647875344014,0.08267952423716908,0.8826741896111834,-0.2478377509243772,0.06121914251327373,2.968,0.8124750485794197,0.8038077134163824,0.8082946086414966,0.8212925204132415,0.8097033181192315,0.8116058827439043,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.0006121914251327374,0.02968,0.004180439937923053,0.004486895225114251,0.012997911771744919,0.0014087094777348597,0.003311274102407724
32,van_put,put,,1.0,1.0,0.08021476420801592,2.1770647875344014,0.08267952423716908,0.8826741896111834,-0.2478377509243772,0.06121914251327373,2.968,-0.19438130223054934,-0.19116001904807417,-0.1913729324889521,-0.18857762534964795,-0.1937116137797526,-0.1914455653579547,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.0006121914251327374,0.02968,0.003008369741597239,0.00021291344087792652,0.0027953071393041484,0.002338681290800504,7.263286900260901e-05
32,barr_call,call,0.8,1.0,1.0,0.08021476420801592,2.1770647875344014,0.08267952423716908,0.8826741896111834,-0.2478377509243772,0.06121914251327373,2.968,1.4042034133103953,0.9337365032740075,1.0130965170445565,0.9074035348641374,0.9411118125539047,0.9874075517543407,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.0006121914251327374,0.02968,0.39110689626583883,0.07936001377054902,0.10569298218041911,0.07198470449065175,0.025688965290215804
32,barr_put,put,0.8,1.0,1.0,0.08021476420801592,2.1770647875344014,0.08267952423716908,0.8826741896111834,-0.2478377509243772,0.06121914251327373,2.968,-0.02443766634380852,0.003069406289640678,1.6973919298411688e-05,-0.005935495159237409,0.009917026354353918,0.0028366159553138218,1000,10000,100000,0.001,4434,1000,10000,100000,4434,0.01,0.0008021476420801592,0.0006121914251327374,0.02968,0.024454640263106932,0.0030524323703422663,0.00595246907853582,0.009900052435055507,0.00281964203601541
33,van_call,call,,1.0,1.0,0.014376682451456457,3.824530228922032,0.03098967101811159,0.8490042632620255,-0.9495294342972248,0.07830733220383687,0.305,0.6772977583676766,0.6939787128880597,0.6930528910397471,0.6938943705133517,0.6899502294005502,0.688917275385207,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0007830733220383688,0.00305,0.015755132672070515,0.0009258218483125802,0.0008414794736045783,0.003102661639196924,0.004135615654540126
33,van_put,put,,1.0,1.0,0.014376682451456457,3.824530228922032,0.03098967101811159,0.8490042632620255,-0.9495294342972248,0.07830733220383687,0.305,-0.32142453463947157,-0.305751217866114,-0.3071532983396366,-0.30629070865136193,-0.3092449200453318,-0.3097378449596545,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0007830733220383688,0.00305,0.014271236299834955,0.0014020804735226378,0.0008625896882746842,0.002091621705695157,0.0025845466200178913
33,barr_call,call,0.8,1.0,1.0,0.014376682451456457,3.824530228922032,0.03098967101811159,0.8490042632620255,-0.9495294342972248,0.07830733220383687,0.305,0.6679869021182796,0.6919932539899504,0.6921445602713676,0.6882589294687859,0.6885504561675505,0.6885356202032366,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0007830733220383688,0.00305,0.024157658153088013,0.00015130628141724056,0.003885630802581752,0.0035941041038171084,0.0036089400681310613
33,barr_put,put,0.8,1.0,1.0,0.014376682451456457,3.824530228922032,0.03098967101811159,0.8490042632620255,-0.9495294342972248,0.07830733220383687,0.305,-0.05457972023295496,-0.07862957018046467,-0.0761419965122287,-0.05056912616152459,-0.08585915630023554,-0.07149460475258558,1000,10000,100000,0.001,4534,1000,10000,100000,4534,0.01,0.00014376682451456457,0.0007830733220383688,0.00305,0.021562276279273734,0.0024875736682359734,0.025572870350704102,0.009717159788006843,0.004647391759643113
34,van_call,call,,1.0,1.0,0.07042609711183355,4.151448004955371,0.003124577984303559,0.8007067432041474,-0.9173314826145351,0.045386512177951394,2.471,0.8978259671902383,0.9022326967768612,0.9032443922847716,0.9024704857152621,0.9087322943073989,0.9090040024586715,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.00045386512177951396,0.024710000000000003,0.005418425094533275,0.0010116955079103596,0.000773906569509486,0.005487902022627278,0.005759610173899921
34,van_put,put,,1.0,1.0,0.07042609711183355,4.151448004955371,0.003124577984303559,0.8007067432041474,-0.9173314826145351,0.045386512177951394,2.471,-0.09852155853305213,-0.09731179849651606,-0.09692952605727702,-0.080652088406203,-0.075789827215356,-0.07573833413830072,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.00045386512177951396,0.024710000000000003,0.001592032475775107,0.000382272439239037,0.01627743765107402,0.021139698841921017,0.021191191918976296
34,barr_call,call,0.8,1.0,1.0,0.07042609711183355,4.151448004955371,0.003124577984303559,0.8007067432041474,-0.9173314826145351,0.045386512177951394,2.471,0.9276752773056285,0.9283750306917304,0.9328872111485947,0.8924072672279543,0.9090503305766301,0.9182533486034677,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.00045386512177951396,0.024710000000000003,0.005211933842966254,0.004512180456864301,0.04047994392064047,0.023836880571964647,0.014633862545126997
34,barr_put,put,0.8,1.0,1.0,0.07042609711183355,4.151448004955371,0.003124577984303559,0.8007067432041474,-0.9173314826145351,0.045386512177951394,2.471,-0.0020060417069075586,-0.007383403502838356,-0.002833823912805247,-0.0017760440621891749,-0.0025381934478356178,-0.0007932394069515021,1000,10000,100000,0.001,4634,1000,10000,100000,4634,0.01,0.0007042609711183356,0.00045386512177951396,0.024710000000000003,0.0008277822058976882,0.004549579590033109,0.001057779850616072,0.00029563046496962906,0.002040584505853745
35,van_call,call,,1.0,1.0,0.07045813081895726,2.1652880357977304,0.05533972221951178,0.5935897969183825,-0.9614165584551189,0.0406681094620624,0.497,0.7382462823098929,0.7458232436527407,0.7483897231750497,0.7520191398469017,0.7398400893238372,0.7460220599744771,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.00040668109462062404,0.0049700000000000005,0.010143440865156839,0.0025664795223090398,0.003629416671852015,0.008549633851212546,0.0023676632005725784
35,van_put,put,,1.0,1.0,0.07045813081895726,2.1652880357977304,0.05533972221951178,0.5935897969183825,-0.9614165584551189,0.0406681094620624,0.497,-0.26199187583156314,-0.25339559872431594,-0.2519065599527824,-0.2516363491527229,-0.2600819728526188,-0.25429388430732236,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.00040668109462062404,0.0049700000000000005,0.010085315878780754,0.0014890387715335573,0.0002702108000594561,0.00817541289983642,0.002387324354539977
35,barr_call,call,0.8,1.0,1.0,0.07045813081895726,2.1652880357977304,0.05533972221951178,0.5935897969183825,-0.9614165584551189,0.0406681094620624,0.497,0.7343344340855498,0.7480177954294106,0.7486584774994892,0.753116973806274,0.7398753408729905,0.7466472354074355,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.00040668109462062404,0.0049700000000000005,0.014324043413939447,0.0006406820700786131,0.004458496306784743,0.008783136626498766,0.002011242092053722
35,barr_put,put,0.8,1.0,1.0,0.07045813081895726,2.1652880357977304,0.05533972221951178,0.5935897969183825,-0.9614165584551189,0.0406681094620624,0.497,0.02349531022526382,-0.047406422927231615,-0.04612227489336606,-0.06354109720515845,-0.06137042910954026,-0.044680079568958954,1000,10000,100000,0.001,4734,1000,10000,100000,4734,0.01,0.0007045813081895726,0.00040668109462062404,0.0049700000000000005,0.06961758511862988,0.001284148033865555,0.01741882231179239,0.015248154216174203,0.0014421953244071056
36,van_call,call,,1.0,1.0,0.02187921056740886,3.181422793134137,0.117957690635204,0.6521067608553411,-0.5347213935170926,0.011268891976054369,0.544,0.6293937067014879,0.6196251227363447,0.6232444341719212,0.6232125353140799,0.6217694995680214,0.622076512785423,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.00011268891976054369,0.00544,0.006149272529566652,0.0036193114355764777,3.1898857841272665e-05,0.0014749346038998024,0.0011679213864982385
36,van_put,put,,1.0,1.0,0.02187921056740886,3.181422793134137,0.117957690635204,0.6521067608553411,-0.5347213935170926,0.011268891976054369,0.544,-0.3724600257634991,-0.38002705046786267,-0.3770279788817679,-0.3771171455571438,-0.3790656119356847,-0.3786135589009518,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.00011268891976054369,0.00544,0.004567953118268797,0.002999071586094748,8.916667537589573e-05,0.0020376330539167986,0.001585580019183852
36,barr_call,call,0.8,1.0,1.0,0.02187921056740886,3.181422793134137,0.117957690635204,0.6521067608553411,-0.5347213935170926,0.011268891976054369,0.544,0.6206375121649912,0.6305501502996025,0.6324957024162414,0.6228944784557641,0.6221759055536458,0.6282962913480225,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.00011268891976054369,0.00544,0.011858190251250234,0.0019455521166389378,0.009601223960477356,0.010319796862595654,0.004199411068218972
36,barr_put,put,0.8,1.0,1.0,0.02187921056740886,3.181422793134137,0.117957690635204,0.6521067608553411,-0.5347213935170926,0.011268891976054369,0.544,0.013112151173517994,-0.05411876605994938,-0.04880457960808344,-0.05301923160192963,-0.057296801849171866,-0.04531343912405027,1000,10000,100000,0.001,4834,1000,10000,100000,4834,0.01,0.0002187921056740886,0.00011268891976054369,0.00544,0.06191673078160143,0.005314186451865939,0.004214651993846193,0.008492222241088428,0.0034911404840331714
37,van_call,call,,1.0,1.0,0.0924867628615565,0.9401421957337043,0.0037208331228212174,0.7608427544181817,-0.39617133650421366,0.006750544512376734,1.1420000000000001,0.8889055395349343,0.9029387805277234,0.8991888528604427,0.8666624581497209,0.8665967610707564,0.8640815014760661,1000,10000,100000,0.001,4934,1000,10000,100000,4934,0.01,0.0009248676286155651,6.750544512376734e-05,0.011420000000000001,0.010283313325508359,0.0037499276672806614,0.03252639471072183,0.03259209178968625,0.035107351384376595
